id,vendor_id,pickup_datetime,dropoff_datetime,passenger_count,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,store_and_fwd_flag,trip_duration
id0149466,1,2016-03-03 21:47:50,2016-03-03 21:52:04,1,-73.9729232788086,40.78060150146485,-73.9827651977539,40.784278869628906,N,254
id3209063,2,2016-05-28 19:43:33,2016-05-28 19:55:45,1,-73.98652648925781,40.73408889770508,-73.94537353515625,40.782508850097656,N,732
id2840192,2,2016-01-25 05:35:51,2016-01-25 05:53:55,1,-73.94901275634764,40.82854843139648,-73.9680404663086,40.760231018066406,N,1084
id0802339,1,2016-03-03 23:10:17,2016-03-03 23:25:13,1,-73.98477935791014,40.7281608581543,-73.97962188720702,40.75612258911133,N,896
id1327971,1,2016-05-25 16:27:02,2016-05-25 16:57:14,1,-74.0062026977539,40.70956039428711,-73.9947738647461,40.75460433959961,N,1812
id2029876,2,2016-05-13 07:18:23,2016-05-13 07:53:22,1,-73.88532257080078,40.77309036254882,-73.9706802368164,40.800098419189446,N,2099
id2913491,1,2016-04-17 16:22:55,2016-04-17 16:42:10,3,-73.96050262451173,40.772247314453125,-73.9955825805664,40.7647590637207,N,1155
id3420676,2,2016-04-06 11:21:29,2016-04-06 11:27:40,3,-74.00901794433594,40.71621322631836,-74.00292205810547,40.72571563720703,N,371
id1243474,1,2016-04-10 11:11:32,2016-04-10 11:30:33,1,-73.86316680908203,40.76995849609375,-73.95341491699219,40.758125305175774,N,1141
id1761043,1,2016-06-26 14:28:56,2016-06-26 14:31:16,3,-73.95482635498048,40.773399353027344,-73.95621490478516,40.77571868896485,N,140
id0150435,1,2016-02-12 20:17:18,2016-02-12 20:20:56,1,-73.9475860595703,40.78364944458008,-73.94363403320312,40.79283905029297,N,218
id0833702,1,2016-06-08 07:17:12,2016-06-08 07:38:33,1,-73.96037292480467,40.7756233215332,-74.01374053955078,40.71508026123047,N,1281
id1135924,2,2016-01-12 13:31:50,2016-01-12 13:36:46,1,-73.99083709716798,40.76081085205078,-73.9940185546875,40.7539291381836,N,296
id1588915,2,2016-04-18 21:33:06,2016-04-18 21:46:45,1,-73.885498046875,40.773143768310554,-73.94589233398438,40.77770614624024,N,819
id2538667,1,2016-06-10 22:04:49,2016-06-10 22:42:24,1,-73.9822769165039,40.768009185791016,-74.17776489257811,40.69447708129882,N,2255
id3879901,1,2016-05-31 15:29:29,2016-05-31 15:42:29,1,-74.00133514404298,40.73604965209961,-73.9939727783203,40.75338745117188,N,780
id0321793,2,2016-04-20 17:26:14,2016-04-20 17:30:25,1,-73.9814224243164,40.746894836425774,-73.97813415527344,40.751121520996094,N,251
id2488945,2,2016-01-14 12:09:37,2016-01-14 12:24:58,1,-73.99237823486328,40.74932861328125,-73.98855590820312,40.76895523071289,N,921
id2286591,1,2016-01-28 01:09:01,2016-01-28 01:18:43,1,-73.9873504638672,40.69274520874024,-73.95528411865233,40.67842864990234,N,582
id1688158,2,2016-05-06 11:19:08,2016-05-06 11:23:50,1,-73.96315002441406,40.777637481689446,-73.95391082763672,40.78192138671875,N,282
id0703823,1,2016-05-29 22:16:32,2016-05-29 22:19:30,1,-73.96382141113281,40.798118591308594,-73.97210693359375,40.78655624389648,N,178
id2149653,2,2016-02-09 17:33:34,2016-02-09 17:42:28,2,-73.9896240234375,40.75251770019531,-74.00039672851561,40.73018264770508,N,534
id3849856,1,2016-02-06 10:05:04,2016-02-06 10:15:46,2,-73.99346160888672,40.74703598022461,-73.98571014404298,40.759761810302734,N,642
id1649027,1,2016-05-07 11:40:59,2016-05-07 11:42:24,1,-73.95317840576173,40.81193923950195,-73.95597076416014,40.8139762878418,N,85
id1379788,1,2016-05-03 12:58:04,2016-05-03 13:15:37,1,-73.97770690917967,40.75209426879882,-74.00531005859375,40.7507438659668,N,1053
id1187004,1,2016-05-18 12:07:26,2016-05-18 12:26:55,1,-73.98269653320312,40.73951721191406,-73.98636627197266,40.75091552734375,N,1169
id3345463,1,2016-04-30 21:44:48,2016-04-30 21:48:54,1,-73.95075225830078,40.78605270385742,-73.95701599121092,40.771671295166016,N,246
id1135572,1,2016-06-02 18:25:53,2016-06-02 18:47:32,1,-73.96502685546875,40.759544372558594,-74.00455474853516,40.74062347412109,N,1299
id3977647,2,2016-04-14 22:45:13,2016-04-14 22:48:54,2,-73.98561096191406,40.74034881591797,-73.99594116210938,40.74433135986328,N,221
id2298264,2,2016-03-15 23:05:50,2016-03-15 23:10:48,1,-73.98454284667967,40.76955795288086,-73.97063446044923,40.79388046264648,N,298
id1642476,2,2016-01-16 21:36:00,2016-01-16 21:53:21,6,-73.98475646972656,40.742351531982415,-73.9534683227539,40.779651641845696,N,1041
id0344743,1,2016-04-18 17:19:03,2016-04-18 18:08:40,1,-73.78170776367188,40.6446533203125,-73.93669128417967,40.7536506652832,N,2977
id2906886,2,2016-05-24 15:00:46,2016-05-24 15:21:59,6,-73.97399139404298,40.75690460205078,-74.00360870361328,40.72254180908203,N,1273
id0153213,2,2016-05-02 10:13:58,2016-05-02 10:22:52,5,-73.98130798339844,40.74123764038086,-73.9910659790039,40.734981536865234,N,534
id2034705,2,2016-03-03 16:59:04,2016-03-03 17:00:59,1,-73.9822998046875,40.77330017089844,-73.98226165771484,40.769649505615234,N,115
id3341838,1,2016-04-03 21:52:35,2016-04-03 22:02:29,2,-73.95028686523438,40.787273406982415,-73.97245025634764,40.7626953125,N,594
id2729384,2,2016-04-24 10:16:44,2016-04-24 10:42:41,1,-73.78202056884764,40.64527130126953,-73.9461669921875,40.784061431884766,N,1557
id1198539,1,2016-03-26 15:19:44,2016-03-26 15:36:36,1,-73.96305084228516,40.76933288574219,-73.9920196533203,40.726036071777344,N,1012
id3515885,2,2016-03-14 08:03:38,2016-03-14 08:06:20,2,-73.98003387451173,40.74889373779297,-73.97610473632812,40.753814697265625,N,162
id1810977,1,2016-06-10 07:34:26,2016-06-10 07:41:51,1,-73.9642562866211,40.776126861572266,-73.97955322265625,40.75521087646485,N,445
id0005827,2,2016-04-18 01:28:24,2016-04-18 01:29:58,1,-73.91401672363281,40.76102828979492,-73.91767883300781,40.76517868041992,N,94
id2759257,2,2016-03-10 22:13:11,2016-03-10 22:18:39,2,-73.98837280273438,40.72332000732422,-73.99439239501953,40.71963882446289,N,328
id2065583,2,2016-03-13 03:33:28,2016-03-13 03:45:41,1,-73.99372100830078,40.72085571289063,-73.96016693115233,40.76195526123047,N,733
id1698508,2,2016-03-01 06:51:05,2016-03-01 06:57:48,5,-73.9554443359375,40.7768669128418,-73.97563934326173,40.76378631591797,N,403
id2767154,2,2016-05-07 18:48:10,2016-05-07 18:56:42,1,-73.97709655761719,40.7640495300293,-73.97562408447266,40.77871322631836,N,512
id1676500,1,2016-01-21 12:22:24,2016-01-21 12:44:37,1,-73.97772979736328,40.75217056274414,-74.00550842285155,40.70589447021485,N,1333
id0985822,2,2016-03-02 08:37:32,2016-03-02 08:43:52,4,-73.9833984375,40.73434448242188,-73.99451446533203,40.73472595214844,N,380
id3137442,1,2016-04-16 11:04:17,2016-04-16 11:11:04,1,-74.01146697998048,40.72853469848633,-74.00492095947266,40.739837646484375,N,407
id1661117,1,2016-03-01 09:05:06,2016-03-01 09:19:55,1,-73.97087860107422,40.78929901123047,-73.9427719116211,40.785888671875,Y,889
id1254522,1,2016-01-06 21:38:10,2016-01-06 21:47:28,1,-73.96819305419923,40.76221466064453,-73.96592712402342,40.79309844970703,N,558
id3001794,1,2016-04-01 20:29:11,2016-04-01 20:52:30,1,-73.99087524414062,40.750587463378906,-73.99356079101561,40.73591613769531,N,1399
id0405031,2,2016-03-27 12:20:24,2016-03-27 12:39:37,1,-73.97991943359375,40.78878021240234,-73.99307250976561,40.736919403076165,N,1153
id0922054,1,2016-06-11 23:15:03,2016-06-11 23:23:00,2,-73.9766845703125,40.747833251953125,-73.97212982177734,40.758167266845696,N,477
id1058945,1,2016-03-15 12:03:08,2016-03-15 12:25:45,1,-73.98695373535155,40.74219512939453,-73.98252868652342,40.76821899414063,N,1357
id0631984,1,2016-06-07 21:02:57,2016-06-07 21:19:06,1,-73.95841979980467,40.760475158691406,-73.99400329589844,40.6953239440918,N,969
id0468399,1,2016-03-29 15:29:34,2016-03-29 15:33:00,1,-73.98259735107422,40.76847457885742,-73.98568725585938,40.76950454711913,N,206
id3005967,1,2016-01-14 15:13:39,2016-01-14 15:20:38,1,-73.96900177001953,40.76994323730469,-73.97974395751953,40.755592346191406,N,419
id2398602,1,2016-05-11 19:27:02,2016-05-11 19:33:32,1,-73.9690704345703,40.75778579711913,-73.95662689208984,40.76691055297852,N,390
id3443717,2,2016-05-20 23:14:05,2016-05-20 23:36:53,1,-73.98663330078125,40.72576904296875,-73.96540069580078,40.75783157348633,N,1368
id2138556,2,2016-03-20 14:39:54,2016-03-20 14:49:46,6,-74.00299072265625,40.73994827270508,-73.98445129394531,40.75345993041992,N,592
id2226357,2,2016-03-04 18:54:24,2016-03-04 19:09:12,1,-73.98128509521484,40.75010681152344,-73.96058654785155,40.76657485961913,N,888
id0570097,2,2016-04-01 12:29:36,2016-04-01 12:56:46,6,-73.87090301513672,40.77383041381836,-73.97942352294923,40.6867790222168,N,1630
id1115477,1,2016-02-09 21:44:36,2016-02-09 22:09:24,4,-73.99000549316406,40.740943908691406,-73.95869445800781,40.77997589111328,N,1488
id3546791,2,2016-05-09 14:52:58,2016-05-09 14:59:29,1,-73.95388793945312,40.77798843383789,-73.95159912109375,40.79088973999024,N,391
id3671155,1,2016-06-16 17:50:59,2016-06-16 18:30:43,1,-73.9765396118164,40.78064727783203,-73.98500061035155,40.74958801269531,N,2384
id1283024,1,2016-02-19 22:58:18,2016-02-19 23:07:28,2,-73.97405242919923,40.759742736816406,-73.98818969726561,40.74848175048828,N,550
id2700147,1,2016-06-11 16:47:20,2016-06-11 17:03:35,1,-73.98571014404298,40.72715759277344,-73.97598266601561,40.759315490722656,N,975
id1778364,2,2016-04-07 10:27:02,2016-04-07 10:41:00,1,-73.99620056152342,40.74682235717773,-74.01325225830078,40.71669006347656,N,838
id2818914,2,2016-02-03 22:15:22,2016-02-03 22:35:17,1,-73.98853302001953,40.73546600341797,-73.8412094116211,40.721656799316406,N,1195
id3072025,1,2016-06-26 18:20:26,2016-06-26 18:31:09,1,-73.98941802978516,40.730247497558594,-73.97846984863281,40.75106430053711,N,643
id1132456,2,2016-05-05 13:28:19,2016-05-05 13:29:51,6,-73.95319366455078,40.779800415039055,-73.9494400024414,40.78200149536133,N,92
id1017150,1,2016-05-16 17:47:07,2016-05-16 18:06:46,1,-73.987060546875,40.742374420166016,-73.96612548828125,40.77096176147461,N,1179
id3390802,2,2016-04-14 07:24:10,2016-04-14 07:57:14,6,-73.86658477783203,40.77163314819336,-73.95948028564453,40.773956298828125,N,1984
id1687148,2,2016-05-30 21:24:11,2016-05-30 21:30:46,2,-73.98513793945312,40.74776077270508,-74.00411987304686,40.73287963867188,N,395
id2343079,2,2016-01-18 15:16:41,2016-01-18 15:25:57,6,-73.97332000732422,40.761138916015625,-73.98143005371094,40.74972534179688,N,556
id0975623,1,2016-06-09 18:24:11,2016-06-09 19:27:26,2,-73.78185272216798,40.64459228515625,-73.98707580566406,40.75413131713867,N,3795
id3632600,2,2016-05-25 01:33:24,2016-05-25 01:40:33,1,-73.99340057373048,40.721675872802734,-73.99380493164062,40.7300910949707,N,429
id2072089,2,2016-05-18 23:18:47,2016-05-18 23:31:21,1,-73.98445892333984,40.74581146240234,-73.95168304443358,40.774459838867195,N,754
id2035152,2,2016-05-05 20:22:55,2016-05-05 20:28:23,2,-73.98199462890625,40.777191162109375,-73.96914672851561,40.79775238037109,N,328
id0676832,1,2016-03-06 21:50:55,2016-03-06 22:04:31,1,-73.97252655029298,40.745208740234375,-73.98823547363281,40.77071380615234,N,816
id2073812,2,2016-06-03 01:14:01,2016-06-03 01:24:43,2,-74.00694274902342,40.74169158935546,-73.98126220703125,40.74142837524414,N,642
id2226019,2,2016-03-24 08:37:57,2016-03-24 09:01:34,1,-73.94686126708984,40.77225112915039,-73.9803009033203,40.765892028808594,N,1417
id3438411,1,2016-05-09 19:13:15,2016-05-09 19:40:01,1,-73.97909545898438,40.74449920654297,-73.87264251708984,40.77455520629882,N,1606
id3976829,2,2016-03-17 19:14:11,2016-03-17 19:21:50,2,-73.99031829833984,40.7452392578125,-73.98358154296875,40.73460006713867,N,459
id0359970,1,2016-02-27 14:49:18,2016-02-27 15:33:49,2,-73.78199768066406,40.644805908203125,-73.99168395996092,40.749317169189446,N,2671
id2758066,1,2016-02-25 14:56:02,2016-02-25 15:07:46,1,-73.97422027587889,40.75382614135742,-73.98538970947266,40.73556137084961,N,704
id3459090,1,2016-03-10 21:27:18,2016-03-10 21:48:40,1,-73.9664764404297,40.77323913574219,-73.98971557617188,40.756542205810554,N,1282
id3391624,1,2016-02-16 00:10:23,2016-02-16 00:17:00,1,-73.97140502929686,40.75737762451172,-73.96237182617188,40.763198852539055,N,397
id2232979,2,2016-04-12 12:14:54,2016-04-12 12:34:41,1,-73.8634033203125,40.76985549926758,-73.92276763916014,40.8133544921875,N,1187
id3492869,2,2016-05-13 21:21:30,2016-05-13 21:29:52,2,-73.94575500488281,40.78628158569336,-73.97151947021484,40.787063598632805,N,502
id0924179,2,2016-03-03 16:55:17,2016-03-03 17:15:11,1,-73.98387145996092,40.75534057617188,-73.95169830322266,40.77378845214844,N,1194
id1165627,2,2016-01-04 20:56:30,2016-01-04 21:31:49,1,-74.00151824951173,40.73069763183594,-73.97846984863281,40.61167144775391,N,2119
id3899063,2,2016-03-05 23:28:49,2016-03-05 23:33:56,5,-73.99024200439453,40.740760803222656,-73.98419952392578,40.73735809326172,N,307
id0807271,2,2016-06-19 12:02:19,2016-06-19 12:07:35,1,-73.96759033203125,40.78781127929688,-73.98058319091797,40.77022171020508,N,316
id3282704,2,2016-02-04 18:10:21,2016-02-04 18:25:03,1,-73.98005676269531,40.7559814453125,-73.97628021240233,40.73345947265625,N,882
id0785927,1,2016-06-20 18:33:06,2016-06-20 18:44:01,1,-73.98259735107422,40.76758193969727,-73.97881317138672,40.78754806518555,N,655
id0628618,2,2016-01-18 19:09:53,2016-01-18 19:15:41,5,-73.9845962524414,40.7617301940918,-73.98468780517578,40.762859344482415,N,348
id3220411,2,2016-01-20 18:53:23,2016-01-20 18:57:10,1,-73.96522521972656,40.77169799804688,-73.95655059814453,40.76800537109375,N,227
id3801848,2,2016-01-17 15:07:03,2016-01-17 15:37:18,1,-73.99156951904298,40.73996353149414,-73.92459106445312,40.76493453979492,N,1815
id0805344,2,2016-05-31 23:42:15,2016-05-31 23:48:44,1,-73.9316864013672,40.852142333984375,-73.94255828857422,40.83738327026367,N,389
id1307049,2,2016-04-11 15:32:15,2016-04-11 15:43:35,1,-73.97740173339844,40.752197265625,-73.98846435546875,40.748291015625,N,680
id1957370,2,2016-05-12 18:13:17,2016-05-12 18:27:37,1,-73.97554779052734,40.73321914672852,-73.99881744384764,40.72145080566406,N,860
id3192532,2,2016-06-16 11:49:41,2016-06-16 11:55:41,1,-74.0081329345703,40.73788070678711,-74.00562286376953,40.72703170776367,N,360
id3932571,2,2016-04-29 16:35:37,2016-04-29 16:38:34,1,-73.975830078125,40.78644180297852,-73.96605682373048,40.790470123291016,N,177
id2533353,1,2016-02-15 12:34:36,2016-02-15 12:37:02,1,-73.98410797119139,40.746490478515625,-73.98056030273438,40.75374603271485,N,146
id3005850,2,2016-01-28 22:31:09,2016-01-28 22:40:39,1,-73.82611083984375,40.6949462890625,-73.82611083984375,40.6949462890625,N,570
id3151839,1,2016-02-24 16:35:23,2016-02-24 16:43:19,1,-73.98979949951173,40.7338752746582,-73.99922180175781,40.7314567565918,N,476
id2169921,1,2016-06-27 21:24:58,2016-06-27 21:38:30,1,-73.98319244384764,40.74790191650391,-73.98825073242188,40.72291564941406,N,812
id1602007,1,2016-01-29 07:24:30,2016-01-29 07:27:26,1,-73.9764175415039,40.74401092529297,-73.98234558105469,40.741973876953125,N,176
id3391615,2,2016-03-08 23:16:49,2016-03-08 23:31:11,1,-73.97968292236328,40.75260162353516,-73.96266174316406,40.79949188232422,N,862
id3996807,1,2016-02-20 11:18:55,2016-02-20 11:25:31,1,-73.9738998413086,40.75132751464844,-73.96672821044923,40.76149368286133,N,396
id0267682,2,2016-02-16 09:22:16,2016-02-16 09:29:39,1,-73.98786926269531,40.71857833862305,-73.98174285888672,40.732818603515625,N,443
id0582684,1,2016-05-24 13:25:03,2016-05-24 13:38:17,1,-73.94642639160156,40.78480911254882,-73.9680938720703,40.792293548583984,N,794
id1486113,2,2016-03-29 22:32:33,2016-03-29 22:37:09,1,-73.98564910888672,40.7529411315918,-73.99699401855469,40.742141723632805,N,276
id1144942,1,2016-05-11 22:05:21,2016-05-11 22:15:44,1,-73.98649597167967,40.75905990600586,-73.98535919189453,40.74684143066406,N,623
id0521130,1,2016-04-11 02:39:55,2016-04-11 02:58:30,1,-74.00296783447266,40.73365020751953,-73.9817123413086,40.75698471069336,N,1115
id2068095,1,2016-05-17 10:18:14,2016-05-17 10:29:47,1,-73.99232482910156,40.743648529052734,-73.97765350341797,40.74227523803711,N,693
id1340234,2,2016-01-17 09:16:44,2016-01-17 09:25:45,1,-73.98918914794923,40.758499145507805,-74.00080108642578,40.75775146484375,N,541
id2308597,1,2016-04-03 15:33:05,2016-04-03 15:40:53,1,-73.96121215820312,40.76500701904297,-73.97537994384764,40.752979278564446,N,468
id2394158,1,2016-02-01 16:57:36,2016-02-01 17:05:36,1,-73.99051666259764,40.76120376586913,-73.99781799316406,40.75405502319336,N,480
id3866452,2,2016-02-19 18:11:35,2016-02-19 18:25:43,1,-74.00537872314453,40.727245330810554,-73.98369598388672,40.738059997558594,N,848
id0307432,2,2016-03-17 17:17:33,2016-03-17 17:26:43,1,-73.98838806152342,40.75004196166992,-74.00266265869139,40.749698638916016,N,550
id1943539,1,2016-03-17 14:43:13,2016-03-17 15:32:23,1,-73.9847412109375,40.76951599121094,-74.17678070068358,40.69439315795898,N,2950
id2900504,2,2016-04-17 11:47:35,2016-04-17 12:03:00,2,-73.97338104248048,40.75579071044922,-73.87213897705078,40.77449035644531,N,925
id2551742,2,2016-05-14 18:13:02,2016-05-14 18:18:01,1,-73.97705078125,40.75383377075195,-73.96765899658203,40.76581573486328,N,299
id1228732,2,2016-06-09 21:59:04,2016-06-09 22:10:29,1,-73.9850311279297,40.72801971435546,-73.99176025390625,40.7492790222168,N,685
id2740743,1,2016-03-07 08:46:52,2016-03-07 08:52:07,1,-73.9911117553711,40.760601043701165,-74.0046615600586,40.75211334228516,N,315
id0688998,1,2016-05-08 17:54:33,2016-05-08 18:09:50,1,-73.95915222167967,40.76749420166016,-73.99043273925781,40.730594635009766,N,917
id0254715,2,2016-06-19 01:42:36,2016-06-19 02:03:41,1,-73.97328186035155,40.79537963867188,-73.99024200439453,40.7170295715332,N,1265
id0008398,1,2016-03-07 19:17:50,2016-03-07 19:48:57,1,-73.97027587890625,40.78398895263672,-74.00183868408203,40.7246208190918,N,1867
id1357720,1,2016-02-12 22:13:20,2016-02-12 22:20:35,1,-73.97704315185547,40.74942398071289,-73.98519134521484,40.74776840209961,N,435
id0979709,2,2016-06-13 21:41:24,2016-06-13 22:01:58,1,-73.96113586425781,40.70961380004882,-73.98328399658203,40.6799430847168,N,1234
id0208530,2,2016-05-05 11:24:46,2016-05-05 11:29:23,1,-74.00495147705078,40.71242141723633,-74.00965881347656,40.701953887939446,N,277
id0890669,2,2016-01-30 22:52:25,2016-01-30 23:02:00,2,-73.97119140625,40.75511932373047,-73.98184967041014,40.763431549072266,N,575
id1731893,1,2016-01-28 21:27:31,2016-01-28 21:55:58,1,-73.96543884277344,40.7628288269043,-73.99824523925781,40.72008514404297,N,1707
id3573476,2,2016-06-19 00:00:57,2016-06-19 00:14:18,1,-74.00505828857422,40.71929168701172,-73.98185729980467,40.73225784301758,N,801
id0325950,1,2016-02-08 14:48:20,2016-02-08 15:07:41,2,-73.78802490234375,40.64152908325195,-73.84640502929686,40.719871520996094,N,1161
id3274473,1,2016-03-28 08:55:43,2016-03-28 09:08:07,1,-73.96842956542967,40.7573127746582,-73.98470306396483,40.74770736694336,N,744
id0563067,1,2016-03-25 20:51:01,2016-03-25 20:59:06,1,-73.95569610595702,40.763916015625,-73.97488403320312,40.75301742553711,N,485
id0965685,1,2016-06-15 10:47:15,2016-06-15 11:01:55,1,-73.97867584228516,40.762561798095696,-73.97332763671875,40.746952056884766,N,880
id1939852,2,2016-04-24 00:22:41,2016-04-24 00:32:05,5,-73.98824310302734,40.72774887084961,-73.99884796142578,40.7342185974121,N,564
id0333335,1,2016-03-25 17:37:31,2016-03-25 17:46:15,1,-73.96893310546875,40.76108551025391,-73.96931457519531,40.78537368774414,N,524
id2471561,2,2016-06-03 16:01:09,2016-06-03 17:11:54,2,-73.8037567138672,40.64906692504882,-74.0037612915039,40.726959228515625,N,4245
id0426343,2,2016-05-19 22:48:20,2016-05-19 22:51:17,2,-73.98865509033203,40.737098693847656,-73.99370574951173,40.74182891845703,N,177
id3953824,1,2016-04-24 22:14:59,2016-04-24 22:22:25,1,-73.9501724243164,40.77985000610352,-73.97600555419923,40.78819274902344,N,446
id0254260,1,2016-01-20 07:05:15,2016-01-20 07:14:54,1,-73.99130249023438,40.75591278076172,-73.9710922241211,40.76007080078125,N,579
id3298810,1,2016-02-26 17:33:59,2016-02-26 17:36:13,1,-73.99925231933594,40.73403549194336,-73.9978790283203,40.74039077758789,N,134
id0231960,1,2016-06-19 20:31:41,2016-06-19 20:37:20,1,-73.97509002685547,40.74593353271485,-73.9824676513672,40.731231689453125,N,339
id0311922,2,2016-04-09 16:12:08,2016-04-09 16:21:00,4,-73.97203826904298,40.75680923461913,-73.98371124267578,40.76140594482422,N,532
id1988961,1,2016-05-24 17:14:40,2016-05-24 17:22:30,1,-73.95568084716798,40.77659225463867,-73.94029998779298,40.794746398925774,N,470
id2740182,2,2016-04-19 19:53:46,2016-04-19 20:03:03,1,-73.99207305908203,40.72903823852539,-74.00464630126953,40.717090606689446,N,557
id2444186,1,2016-04-21 14:09:26,2016-04-21 14:22:38,1,-73.9849853515625,40.74146270751953,-73.9921875,40.748882293701165,N,792
id1704323,2,2016-06-23 23:44:08,2016-06-24 00:12:44,2,-73.98542022705078,40.73188018798828,-73.94265747070312,40.685649871826165,N,1716
id3820841,2,2016-05-13 08:49:29,2016-05-13 08:56:14,2,-73.95509338378906,40.78300094604492,-73.95677947998048,40.77511978149414,N,405
id3835848,2,2016-04-11 09:46:52,2016-04-11 09:54:33,1,-73.97228240966798,40.74644470214844,-73.95672607421875,40.76685333251953,N,461
id0160719,1,2016-03-13 11:45:38,2016-03-13 11:51:37,1,-73.95390319824217,40.77504348754882,-73.96548461914062,40.7661018371582,N,359
id3492562,2,2016-04-17 18:12:46,2016-04-17 18:33:17,1,-73.9954605102539,40.71995544433594,-73.97218322753906,40.745567321777344,N,1231
id0297680,1,2016-04-10 20:30:39,2016-04-10 20:34:35,1,-73.99189758300781,40.75922775268555,-74.00409698486328,40.752689361572266,N,236
id2328677,1,2016-01-04 12:59:11,2016-01-04 13:06:22,1,-73.97879791259764,40.75180816650391,-73.98931121826173,40.74140167236328,N,431
id0526378,2,2016-02-11 15:45:22,2016-02-11 15:48:44,1,-73.96639251708984,40.804298400878906,-73.97023010253906,40.80147552490234,N,202
id0644338,1,2016-03-07 12:03:29,2016-03-07 12:10:48,1,-73.95289611816406,40.654258728027344,-73.95098876953125,40.671688079833984,N,439
id3002936,1,2016-04-23 00:37:43,2016-04-23 00:46:25,1,-73.98602294921875,40.76701354980469,-73.96699523925781,40.75762176513672,N,522
id1020250,2,2016-04-29 07:05:49,2016-04-29 07:13:46,3,-73.9940414428711,40.75132751464844,-73.97505187988281,40.755718231201165,N,477
id0208098,1,2016-01-09 10:18:20,2016-01-09 10:23:01,1,-74.00428009033203,40.716190338134766,-74.00198364257811,40.727027893066406,N,281
id2256005,1,2016-06-09 16:30:13,2016-06-09 16:55:02,2,-74.00465393066406,40.72439193725586,-73.9916763305664,40.75479888916016,N,1489
id3951918,1,2016-02-12 03:57:38,2016-02-12 03:58:40,1,-74.00492095947266,40.73749542236328,-73.99909210205078,40.738178253173835,N,62
id3501472,1,2016-01-18 14:46:14,2016-01-18 14:53:49,1,-73.97344970703125,40.76051712036133,-73.98268127441406,40.75094604492188,N,455
id2545178,2,2016-03-04 19:18:23,2016-03-04 19:25:45,2,-73.99009704589844,40.73276138305664,-73.99613189697266,40.7361717224121,N,442
id1907469,1,2016-04-28 21:25:08,2016-04-28 21:34:16,1,-73.97319030761719,40.764190673828125,-73.98675537109375,40.74880599975586,N,548
id3601108,2,2016-01-19 09:03:36,2016-01-19 09:24:40,1,-74.00750732421875,40.72568130493164,-73.97261047363281,40.746536254882805,N,1264
id2543631,1,2016-01-30 00:03:51,2016-01-30 00:11:36,1,-73.99143981933594,40.73859786987305,-73.9743881225586,40.74245834350586,N,465
id2031432,2,2016-04-16 21:17:54,2016-04-16 21:21:44,1,-73.92060852050781,40.76747131347656,-73.91132354736328,40.77558135986328,N,230
id3446515,2,2016-01-30 17:04:35,2016-01-30 17:20:22,1,-73.94440460205078,40.71462631225586,-73.98798370361328,40.71910858154297,N,947
id1976902,1,2016-02-06 14:40:56,2016-02-06 14:49:45,1,-73.99346923828125,40.68257522583008,-73.99279022216798,40.69424057006836,N,529
id0640005,2,2016-03-25 18:03:42,2016-03-25 18:08:36,6,-73.96676635742188,40.79386138916016,-73.96968078613281,40.78623962402344,N,294
id3287535,2,2016-05-29 17:10:28,2016-05-29 17:23:38,1,-73.96795654296875,40.755489349365234,-73.99952697753906,40.72407150268555,N,790
id3661793,2,2016-04-13 15:13:56,2016-04-13 15:23:49,1,-73.9832534790039,40.766239166259766,-73.99620056152342,40.76234817504882,N,593
id1626989,2,2016-01-03 14:54:49,2016-01-03 15:36:13,1,-73.78901672363281,40.64217376708984,-73.97566986083984,40.741432189941406,N,2484
id1844025,1,2016-06-16 16:34:19,2016-06-16 17:42:09,1,-73.7791976928711,40.6475830078125,-73.97349548339844,40.756935119628906,N,4070
id3397728,2,2016-02-15 12:28:40,2016-02-15 12:40:01,1,-73.99427795410156,40.751026153564446,-73.97907257080078,40.75002670288086,N,681
id3989106,1,2016-06-18 10:04:52,2016-06-18 10:09:26,1,-74.00958251953125,40.7061767578125,-74.01084136962889,40.70849990844727,N,274
id3430596,2,2016-04-21 19:19:46,2016-04-21 19:32:52,2,-74.00517272949219,40.74100112915039,-73.98293304443358,40.73897933959961,N,786
id2378805,1,2016-04-10 01:19:51,2016-04-10 01:26:08,1,-73.98651885986328,40.74759292602539,-73.98440551757811,40.73526382446289,N,377
id0469003,2,2016-06-17 23:42:21,2016-06-18 00:02:53,1,-73.98844146728516,40.73714065551758,-73.95153045654298,40.78364181518555,N,1232
id1210020,2,2016-01-26 18:48:33,2016-01-26 19:11:09,1,-74.00749969482422,40.74273681640625,-73.98348999023438,40.66067123413086,N,1356
id3595785,1,2016-04-22 19:32:57,2016-04-22 19:49:10,1,-73.99134063720702,40.74985122680664,-73.96121978759764,40.76059722900391,N,973
id1349575,1,2016-02-18 18:05:50,2016-02-18 18:27:11,1,-73.94800567626953,40.78282928466797,-73.99337768554686,40.77031707763672,N,1281
id1764250,1,2016-04-19 03:19:23,2016-04-19 03:23:09,4,-74.00421905517578,40.742218017578125,-73.99346923828125,40.7522087097168,N,226
id0903189,2,2016-03-04 14:15:28,2016-03-04 14:36:08,2,-74.01630401611328,40.711868286132805,-73.98390197753906,40.74790191650391,N,1240
id3662495,1,2016-01-03 14:16:39,2016-01-03 14:19:10,1,-73.94235229492188,40.799026489257805,-73.93902587890625,40.804790496826165,N,151
